movie_name,year_released,runtime_in_min,genre,revenues,imdb_rating,user_votes,director,actor
Predators,2010,107,"Action, Adventure, Sci-Fi",52000688.0,6.4,207604,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong"
Machete,2010,105,"Action, Crime, Thriller",26593646.0,6.6,187658,Paul Feig,"Kristen Wiig, Maya Rudolph, Rose Byrne, Terry Crews"
Unstoppable,2010,98,"Action, Thriller",81562942.0,6.8,180527,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman"
Blue Valentine,2010,112,"Drama, Romance",9737892.0,7.4,179370,Jaume Collet-Serra,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn"
Shrek Forever After,2010,93,"Animation, Adventure, Comedy",238371987.0,6.3,178813,George Nolfi,"Matt Damon, Emily Blunt, Lisa Thoreson, Florence Kastriner"
The Next Three Days,2010,133,"Action, Crime, Drama",21148651.0,7.4,177464,Joe Carnahan,"Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts"
Knight and Day,2010,109,"Action, Adventure, Comedy",76423035.0,6.3,176182,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard"
Love & Other Drugs,2010,112,"Comedy, Drama, Romance",32367005.0,6.7,175745,Gore Verbinski,"Johnny Depp, Isla Fisher, Timothy Olyphant, Abigail Breslin"
Percy Jackson & the Olympians: The Lightning Thief,2010,118,"Adventure, Family, Fantasy",88761720.0,5.9,172826,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause"
Get Him to the Greek,2010,109,"Comedy, Music",60974475.0,6.4,167034,Zack Snyder,"Emily Browning, Vanessa Hudgens, Abbie Cornish, Jena Malone"
Tucker and Dale vs Evil,2010,89,"Comedy, Horror",223838.0,7.5,161137,D.J. Caruso,"Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer"
Harry Potter and the Deathly Hallows: Part 2,2011,130,"Adventure, Drama, Fantasy",381011219.0,8.1,736466,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Ice Cube, Brie Larson"
The Intouchables,2011,112,"Biography, Comedy, Drama",13182281.0,8.5,729889,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd"
Thor,2011,115,"Action, Adventure, Fantasy",181030624.0,7.0,725803,Rich Moore,"John C. Reilly, Jack McBrayer, Jane Lynch, Sarah Silverman"
Captain America: The First Avenger,2011,124,"Action, Adventure, Sci-Fi",176654505.0,6.9,717825,"Mark Andrews, Brenda Chapman, Steve Purcell","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters"
X: First Class,2011,131,"Action, Adventure, Sci-Fi",146408305.0,7.7,633569,"Tom Tykwer, Lana Wachowski, Lilly Wachowski","Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving"
Drive,2011,100,"Crime, Drama",35061555.0,7.8,553731,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement"
Limitless,2011,105,"Sci-Fi, Thriller",79249455.0,7.4,516066,Robert Zemeckis,"Denzel Washington, Nadine Velazquez, Don Cheadle, John Goodman"
Rise of the Planet of the Apes,2011,105,"Action, Drama, Sci-Fi",176760185.0,7.6,488359,Wes Anderson,"Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray"
Source Code,2011,93,"Action, Drama, Mystery",54712227.0,7.5,473715,Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried"
Pirates of the Caribbean: On Stranger Tides,2011,137,"Action, Adventure, Fantasy",241063875.0,6.6,469355,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, Werner Herzog"
"Crazy, Stupid, Love.",2011,118,"Comedy, Drama, Romance",84351197.0,7.4,459308,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme"
The Hangover Part II,2011,102,Comedy,254464305.0,6.4,453315,Olivier Megaton,"Liam Neeson, Famke Janssen, Maggie Grace, Leland Orser"
Mission: Impossible - Ghost Protocol,2011,132,"Action, Adventure, Thriller",209397903.0,7.4,446515,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn"
Warrior,2011,140,"Drama, Sport",13657115.0,8.2,424242,Jason Moore,"Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp"
The Help,2011,146,Drama,169708112.0,8.1,415553,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin"
Horrible Bosses,2011,98,"Comedy, Crime",117538559.0,6.9,413451,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm"
Sherlock Holmes: A Game of Shadows,2011,129,"Action, Adventure, Mystery",186848418.0,7.5,411298,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley"
The Girl with the Dragon Tattoo,2011,158,"Crime, Drama, Mystery",102515793.0,7.8,408434,Kathryn Bigelow,"Jessica Chastain, Joel Edgerton, Chris Pratt, Mark Strong"
Transformers: Dark of the Moon,2011,154,"Action, Adventure, Sci-Fi",352390543.0,6.2,378256,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood"
Midnight in Paris,2011,96,"Comedy, Fantasy, Romance",56816662.0,7.7,375646,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green, Helena Bonham Carter"
The Cabin in the Woods,2011,95,Horror,42073277.0,7.0,362806,Derek Cianfrance,"Ryan Gosling, Bradley Cooper, Eva Mendes, Craig Van Hook"
In Time,2011,109,"Action, Sci-Fi, Thriller",37520095.0,6.7,361109,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt"
Moneyball,2011,133,"Biography, Drama, Sport",75605492.0,7.6,349674,Josh Trank,"Dane DeHaan, Alex Russell, Michael B. Jordan, Michael Kelly"
Fast Five,2011,130,"Action, Adventure, Crime",209837675.0,7.3,345042,Martin McDonagh,"Colin Farrell, Woody Harrelson, Sam Rockwell, Christopher Walken"
Super 8,2011,112,"Mystery, Sci-Fi, Thriller",127004179.0,7.0,332486,Peter Berg,"Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna"
Friends with Benefits,2011,109,"Comedy, Romance",55802754.0,6.5,331896,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli"
50/50,2011,100,"Comedy, Drama, Romance",35014192.0,7.6,310420,John Hillcoat,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke"
Hugo,2011,126,"Drama, Family, Fantasy",73864507.0,7.5,297590,Genndy Tartakovsky,"Adam Sandler, Kevin James, Andy Samberg, Selena Gomez"
Real Steel,2011,127,"Action, Drama, Sci-Fi",85468508.0,7.1,291774,Scott Derrickson,"Ethan Hawke, Juliet Rylance, James Ransone, Fred Thompson"
Contagion,2011,106,"Action, Drama, Thriller",75658097.0,6.7,270218,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga"
Green Lantern,2011,114,"Action, Adventure, Sci-Fi",116601172.0,5.5,261830,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast"
Bridesmaids,2011,125,"Comedy, Romance",169106725.0,6.8,261239,"Steve Martino, Mike Thurmeier","Ray Romano, Denis Leary, John Leguizamo, Aziz Ansari"
Kung Fu Panda 2,2011,90,"Animation, Action, Adventure",165249063.0,7.2,244863,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman"
Unknown,2011,113,"Action, Mystery, Thriller",63686397.0,6.8,243664,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington"
The Adjustment Bureau,2011,106,"Romance, Sci-Fi, Thriller",62495645.0,7.0,238058,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner"
The Grey,2011,117,"Action, Adventure, Drama",51580136.0,6.8,236408,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci"
Paul,2011,104,"Adventure, Comedy, Sci-Fi",37412945.0,7.0,229660,Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis"
Rango,2011,107,"Animation, Adventure, Comedy",123477607.0,7.2,229167,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver"
The Descendants,2011,115,"Comedy, Drama",82584160.0,7.3,229115,Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench"
The Artist,2011,100,"Comedy, Drama, Romance",44671682.0,7.9,225885,Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu"
Sucker Punch,2011,110,"Action, Adventure, Fantasy",36392502.0,6.0,225701,Ben Affleck,"Ben Affleck, Bryan Cranston, John Goodman, Alan Arkin"
I Am Number Four,2011,111,"Action, Adventure, Sci-Fi",55100437.0,6.1,224116,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale"
The Twilight Saga: Breaking Dawn - Part 1,2011,117,"Adventure, Drama, Fantasy",281287133.0,4.9,217573,Ridley Scott,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron"
Just Go with It,2011,117,"Comedy, Romance",103028109.0,6.4,214993,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan"
Jodaeiye Nader az Simin,2011,123,Drama,7098492.0,8.3,211996,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano"
The Dark Knight Rises,2012,164,"Action, Adventure",448139099.0,8.4,1468293,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch"
Django Unchained,2012,165,"Drama, Western",162805434.0,8.4,1304508,David O. Russell,"Christian Bale, Amy Adams, Bradley Cooper, Jennifer Lawrence"
The Avengers,2012,143,"Action, Adventure, Sci-Fi",623279547.0,8.0,1234938,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn"
The Hunger Games,2012,142,"Action, Adventure, Sci-Fi",408010692.0,7.2,825618,James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor"
The Hobbit: An Unexpected Journey,2012,169,"Adventure, Family, Fantasy",303003568.0,7.8,742756,James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima"
Silver Linings Playbook,2012,122,"Comedy, Drama, Romance",132092958.0,7.7,647266,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara"
Skyfall,2012,143,"Action, Adventure, Thriller",304360277.0,7.7,617052,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga"
Life of Pi,2012,127,"Adventure, Drama, Fantasy",124987023.0,7.9,566280,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener"
Argo,2012,120,"Biography, Drama, Thriller",136025503.0,7.7,559753,Rawson Marshall Thurber,"Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms"
Ted,2012,106,Comedy,218815487.0,6.9,559094,"Evan Goldberg, Seth Rogen","James Franco, Jonah Hill, Seth Rogen, Jay Baruchel"
Prometheus,2012,124,"Adventure, Mystery, Sci-Fi",126477084.0,7.0,557487,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez"
The Amazing Spider-Man,2012,136,"Action, Adventure, Sci-Fi",262030663.0,6.9,547207,"Pierre Coffin, Chris Renaud","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove"
Looper,2012,113,"Action, Drama, Sci-Fi",66486205.0,7.4,522860,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren"
21 Jump Street,2012,109,"Action, Comedy, Crime",138447667.0,7.2,499050,Bong Joon Ho,"Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris"
The Perks of Being a Wallflower,2012,103,"Drama, Romance",17738570.0,8.0,447427,Richard Curtis,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson"
Wreck-It Ralph,2012,101,"Animation, Adventure, Comedy",189422889.0,7.7,368504,Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms, Justin Bartha"
Brave,2012,93,"Animation, Adventure, Comedy",237283207.0,7.1,361410,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster"
Cloud Atlas,2012,172,"Action, Drama, Mystery",27108272.0,7.4,338099,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett"
Men in Black 3,2012,106,"Action, Adventure, Comedy",179020854.0,6.8,327201,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike"
Flight,2012,138,"Drama, Thriller",93772375.0,7.3,317349,Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, Jim Carrey"
Moonrise Kingdom,2012,94,"Comedy, Drama, Romance",45512466.0,7.8,308716,Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza"
Les Misérables,2012,158,"Drama, History, Musical",148809770.0,7.6,300508,Mikael Håfström,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio"
Jack Reacher,2012,130,"Action, Thriller",80070736.0,7.0,299697,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin"
The Expendables 2,2012,103,"Action, Adventure, Thriller",85017401.0,6.6,287022,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson"
Taken 2,2012,92,"Action, Thriller",139854287.0,6.3,284034,Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich, Analeigh Tipton"
The Bourne Legacy,2012,135,"Action, Adventure, Thriller",113203870.0,6.7,278994,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi"
Pitch Perfect,2012,112,"Comedy, Music, Romance",65001093.0,7.2,268992,Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke"
Snow White and the Huntsman,2012,127,"Action, Adventure, Drama",155332381.0,6.1,267568,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey"
Jagten,2012,115,Drama,687185.0,8.3,265865,Alfonso Cuarón,"Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen"
The Dictator,2012,83,Comedy,59650222.0,6.4,265622,Shane Black,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle"
Zero Dark Thirty,2012,157,"Drama, History, Thriller",95720716.0,7.4,264148,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane"
John Carter,2012,132,"Action, Adventure, Sci-Fi",73078100.0,6.6,250646,Steve McQueen,"Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt"
Dredd,2012,95,"Action, Crime, Sci-Fi",13414714.0,7.1,244683,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman"
Dark Shadows,2012,113,"Comedy, Fantasy, Horror",79727149.0,6.2,241315,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott"
The Place Beyond the Pines,2012,140,"Crime, Drama, Thriller",21383298.0,7.3,239080,Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale"
Lincoln,2012,150,"Biography, Drama, History",182207973.0,7.3,238810,Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson"
Chronicle,2012,84,"Drama, Sci-Fi, Thriller",64575175.0,7.0,236231,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård"
Total Recall,2012,118,"Action, Adventure, Sci-Fi",58877969.0,6.3,236097,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Melissa Leo"
Seven Psychopaths,2012,110,"Comedy, Crime",15024049.0,7.2,234847,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad"
Battleship,2012,131,"Action, Adventure, Sci-Fi",65422625.0,5.8,232297,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara"
The Twilight Saga: Breaking Dawn - Part 2,2012,115,"Adventure, Drama, Fantasy",292298923.0,5.5,224557,Joseph Kosinski,"Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko"
Lawless,2012,116,"Crime, Drama",37400127.0,7.3,222958,Baz Luhrmann,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton, Tobey Maguire"
End of Watch,2012,109,"Action, Crime, Drama",41003371.0,7.6,222670,Guillermo del Toro,"Idris Elba, Charlie Hunnam, Rinko Kikuchi, Charlie Day"
Hotel Transylvania,2012,91,"Animation, Comedy, Family",148313048.0,7.1,216730,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch"
Sinister,2012,110,"Horror, Mystery, Thriller",48086903.0,6.8,211597,David O. Russell,"Christian Bale, Amy Adams, Bradley Cooper, Jennifer Lawrence"
Safe House,2012,115,"Action, Thriller",126373434.0,6.7,200193,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn"
American Reunion,2012,113,Comedy,57011521.0,6.7,198986,James Wan,"Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor"
Lo imposible,2012,114,"Drama, History, Thriller",19019882.0,7.6,190456,James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima"
Ice Age: Continental Drift,2012,88,"Animation, Adventure, Comedy",161321843.0,6.6,186226,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara"
The Wolf of Wall Street,2013,180,"Biography, Crime, Drama",116900694.0,8.2,1124946,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish"
Gravity,2013,91,"Drama, Sci-Fi, Thriller",274092705.0,7.7,750351,Wally Pfister,"Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy"
Iron Man Three,2013,130,"Action, Adventure, Sci-Fi",409013994.0,7.2,734626,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe"
Man of Steel,2013,143,"Action, Adventure, Sci-Fi",291045518.0,7.0,674630,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher"
12 Years a Slave,2013,134,"Biography, Drama, History",56671993.0,8.1,618465,Jon Favreau,"Jon Favreau, Robert Downey Jr., Scarlett Johansson, Dustin Hoffman"
The Hunger Games: Catching Fire,2013,146,"Action, Adventure, Mystery",424668047.0,7.5,599427,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy"
The Hobbit: The Desolation of Smaug,2013,161,"Adventure, Fantasy",258366855.0,7.8,587726,James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana"
World War Z,2013,116,"Action, Adventure, Horror",202359711.0,7.0,586044,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry"
Now You See Me,2013,115,"Crime, Mystery, Thriller",117723989.0,7.3,580885,"Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford"
Thor: The Dark World,2013,112,"Action, Adventure, Fantasy",206362140.0,6.9,577595,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser"
Prisoners,2013,153,"Crime, Drama, Mystery",61002302.0,8.1,573695,Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody"
Frozen,2013,102,"Animation, Adventure, Comedy",400738009.0,7.4,556452,Morten Tyldum,"Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech"
Her,2013,126,"Drama, Romance, Sci-Fi",25568251.0,8.0,517102,Bryan Singer,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy"
Oblivion,2013,124,"Action, Adventure, Sci-Fi",89021735.0,7.0,473972,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson"
The Great Gatsby,2013,143,"Drama, Romance",144840419.0,7.2,462133,Matthew Vaughn,"Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine"
Pacific Rim,2013,131,"Action, Adventure, Sci-Fi",101802906.0,6.9,457768,Alejandro G. Iñárritu,"Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough"
Star Trek Into Darkness,2013,132,"Action, Adventure, Sci-Fi",228778661.0,7.7,456815,"Chad Stahelski, David Leitch","Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe"
American Hustle,2013,138,"Crime, Drama",150117807.0,7.2,437615,Alex Garland,"Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno"
Dallas Buyers Club,2013,117,"Biography, Drama",27298285.0,8.0,426366,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed"
The Conjuring,2013,112,"Horror, Mystery, Thriller",137400141.0,7.5,426345,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked"
The Wolverine,2013,126,"Action, Adventure, Sci-Fi",132556852.0,6.7,419842,Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis"
Rush,2013,123,"Biography, Drama, Sport",26947624.0,8.1,418630,Neil Burger,"Shailene Woodley, Theo James, Kate Winslet, Jai Courtney"
Elysium,2013,109,"Action, Drama, Sci-Fi",93050117.0,6.6,411593,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña"
Captain Phillips,2013,134,"Biography, Crime, Drama",107100855.0,7.8,408575,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti"
We're the Millers,2013,110,"Comedy, Crime",150394119.0,7.0,391767,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee"
This Is the End,2013,107,Comedy,101470202.0,6.6,375983,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson"
Furious 6,2013,130,"Action, Adventure, Thriller",238679850.0,7.1,361118,"Don Hall, Chris Williams","Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller"
Despicable Me 2,2013,98,"Animation, Adventure, Comedy",368061265.0,7.3,361018,James Marsh,"Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry"
Monsters University,2013,104,"Animation, Adventure, Comedy",268492764.0,7.3,311414,"Phil Lord, Christopher Miller","Channing Tatum, Jonah Hill, Ice Cube, Nick Offerman"
Snowpiercer,2013,126,"Action, Drama, Sci-Fi",4563650.0,7.1,297564,Robert Stromberg,"Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville"
About Time,2013,123,"Comedy, Drama, Fantasy",15322921.0,7.8,286658,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith"
The Secret Life of Walter Mitty,2013,114,"Comedy, Drama, Fantasy",58236838.0,7.3,286639,Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour"
The Hangover Part III,2013,100,"Comedy, Crime",112200072.0,5.8,286105,"Christopher Miller, Phil Lord","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett"
Lone Survivor,2013,121,"Action, Biography, Drama",125095601.0,7.5,259695,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson"
Olympus Has Fallen,2013,119,"Action, Thriller",98925640.0,6.5,251031,Michael Bay,"Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci"
The World's End,2013,109,"Action, Comedy, Sci-Fi",26004851.0,7.0,250930,Nicholas Stoller,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow"
Kick-Ass 2,2013,103,"Action, Comedy, Crime",28795985.0,6.5,249605,Noam Murro,"Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson"
Don Jon,2013,90,"Comedy, Drama, Romance",24477704.0,6.5,224634,Jaume Collet-Serra,"Liam Neeson, Julianne Moore, Scoot McNairy, Michelle Dockery"
Escape Plan,2013,115,"Action, Thriller",25132228.0,6.7,222285,"Michael Spierig, Peter Spierig","Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West"
Ender's Game,2013,114,"Action, Adventure, Fantasy",61737191.0,6.6,219111,Darren Aronofsky,"Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson"
The Lone Ranger,2013,150,"Action, Adventure, Western",89302115.0,6.4,216832,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish"
Warm Bodies,2013,98,"Comedy, Horror, Romance",66380662.0,6.9,215444,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Olivia Luccardi, Lili Sepe"
Gangster Squad,2013,113,"Action, Crime, Drama",46000903.0,6.7,202782,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Noel Fisher"
White House Down,2013,131,"Action, Drama, Thriller",73103784.0,6.4,201703,Jon Favreau,"Jon Favreau, Robert Downey Jr., Scarlett Johansson, Dustin Hoffman"
Interstellar,2014,169,"Adventure, Drama, Sci-Fi",188020017.0,8.6,1427315,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford"
Guardians of the Galaxy,2014,121,"Action, Adventure, Comedy",333176600.0,8.0,1016191,Steven Spielberg,"Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan"
Gone Girl,2014,149,"Drama, Mystery, Thriller",167767189.0,8.1,823738,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson"
Captain America: The Winter Soldier,2014,136,"Action, Adventure, Sci-Fi",259766572.0,7.7,713330,Guy Ritchie,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki"
Whiplash,2014,106,"Drama, Music",13092000.0,8.5,681513,Alan Taylor,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney"
The Grand Budapest Hotel,2014,99,"Adventure, Comedy, Crime",59100318.0,8.1,680642,Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad"
The Imitation Game,2014,114,"Biography, Drama, Thriller",91125683.0,8.0,661095,Neill Blomkamp,"Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver"
X-Men: Days of Future Past,2014,132,"Action, Adventure, Sci-Fi",233921534.0,8.0,646673,Paul Feig,"Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham"
Edge of Tomorrow,2014,113,"Action, Adventure, Sci-Fi",100206256.0,7.9,580948,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito"
Kingsman: The Secret Service,2014,129,"Action, Adventure, Comedy",128261724.0,7.7,575101,Antoine Fuqua,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker"
Birdman or (The Unexpected Virtue of Ignorance),2014,119,"Comedy, Drama",42340598.0,7.7,560829,Robert Schwentke,"Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet"
